Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5
Tracks 1 to 5
221	233.86703	135.11798	 	184.54477	125.32089	 	159.60493	53.555557	*	171.30814	26.726744	*	202.07272	12.263637	*
222	234.86703	135.11798	 	185.46297	126.07037	 	156.92197	55.83526	*	166.7	28.11111	*	196.34348	12.57826	*
223	235.90152	135.29924	 	186.40442	126.875	 	154.48215	58.27381	*	162.30663	29.964088	*	190.8578	12.665137	*
224	236.84445	135.66296	 	187.19344	127.777374	 	152.3631	60.934525	*	157.84595	31.883783	*	185.3174	12.83913	*
225	237.88951	136.14793	 	188.08696	128.67392	 	150.45808	63.41617	*	153.70338	33.88983	*	179.67273	13.027273	*
226	239.05556	136.86296	 	189.26596	129.84752	 	148.99123	65.64035	*	149.82973	35.721622	*	174.2913	13.343478	*
227	240.26208	138.02417	 	190.59352	131.22662	 	147.82143	67.88095	*	146.52162	37.672974	*	169.0351	13.482456	*
228	241.7967	139.67949	 	191.76573	133.21329	 	146.3639	69.92012	*	143.21039	39.494537	*	163.84746	13.779661	*
229	243.07509	141.70146	 	193.0	135.76389	 	144.9881	71.690475	*	139.8077	41.203297	*	158.51755	14.0	*
230	244.58824	144.22794	 	194.36897	138.58966	 	143.59883	73.389534	*	136.79121	42.96154	*	153.27391	14.143478	*
231	246.10583	146.69344	 	195.72069	141.65862	 	142.29411	74.86471	*	133.65935	44.51099	*	147.76315	14.333333	*
232	247.65329	149.573	 	197.55634	145.00705	 	141.18048	76.51183	*	130.62569	46.17213	*	142.19565	14.639131	*
233	249.17279	152.60294	 	199.11539	148.18532	 	140.81482	77.78395	*	128.00555	47.91111	*	136.46721	14.827868	*
234	250.73529	155.59558	 	200.78473	151.58333	 	141.4632	78.26687	*	125.79944	49.223164	*	130.692	15.244	*
235	252.04579	158.59525	 	202.03192	154.98227	 	142.5641	78.0641	*	124.045975	50.41379	*	125.223076	15.7384615	*
236	253.32089	161.57463	 	203.46404	158.26259	 	143.7973	77.310814	*	122.91765	51.464706	*	119.848145	16.211111	 
237	254.48508	164.11194	 	204.43333	160.95926	 	145.48666	77.44666	 	122.65294	52.941177	*	115.36487	17.06081	 
238	255.78787	165.63637	 	205.625	163.04411	 	146.82076	80.04717	 	124.40909	54.982956	*	112.289474	18.572369	 
239	257.3022	166.08241	 	206.64285	164.4624	 	147.7081	85.476875	 	129.12886	58.159794	*	111.81356	23.008474	 
240	258.70074	165.5	 	208.20677	165.32707	 	149.1923	93.18047	 	135.575	64.165	*	118.23333	30.442858	*
241	260.13434	164.20149	 	209.65152	165.88637	 	152.1647	101.39412	 	141.71213	71.76263	*	127.93299	36.840206	*
242	261.17828	162.51163	 	210.97015	165.97762	 	155.88324	108.82336	 	147.8979	79.09162	*	138.22528	42.895603	*
243	262.1124	160.70155	 	212.08209	165.34328	 	159.65338	114.31595	 	153.96114	84.70725	*	146.6132	48.150944	*
244	262.55667	158.86032	 	212.7093	164.46124	 	162.7745	117.02287	*	159.52762	87.743095	*	153.55714	51.77619	*
245	262.87448	157.43617	 	213.19403	163.32835	 	164.91026	116.660255	*	164.67978	88.01685	*	160.42035	53.252213	 
246	262.71906	156.18571	 	213.5	161.93182	 	166.83557	114.13758	*	170.04749	86.399445	*	168.99153	52.550846	 
247	263.1439	155.7244	 	213.8158	160.90602	 	168.58276	110.01724	*	175.41304	83.79891	*	179.26033	51.128098	 
248	263.34973	155.74353	 	214.04546	160.06818	 	170.87595	105.42481	*	181.0	80.93011	*	189.79662	49.449154	 
249	263.85638	156.25533	 	214.35497	159.55344	 	173.71642	100.63433	*	186.80107	77.86559	*	199.56557	47.85246	 
250	264.47803	157.32417	 	214.76613	159.19354	 	177.01938	96.050385	*	192.80058	75.24567	*	209.14407	47.025425	 
251	265.1011	158.77322	 	215.39682	158.95238	 	181.0	91.850746	*	198.78491	72.74581	*	218.452	46.38	 
252	265.86264	160.23627	 	215.94263	158.81148	 	185.65038	88.206764	*	204.77586	70.36781	*	227.68182	45.847107	 
253	266.80115	161.61932	 	216.88843	158.98761	 	191.05797	84.64493	*	211.3	67.78824	*	236.77118	44.81356	 
254	267.69525	163.21005	 	217.94263	159.40164	 	197.43793	80.60345	*	218.71965	64.41329	*	246.15079	43.190475	 
255	268.88324	164.72754	 	219.32645	159.76447	 	204.6218	76.46154	*	227.07396	60.488167	*	256.5238	41.103176	 
256	269.89877	166.30368	 	220.59166	160.16667	 	211.90741	72.65432	*	235.21765	56.770588	*	266.5238	39.0	 
257	271.01807	167.72289	 	222.31667	160.78334	 	219.3481	69.27215	*	243.04546	53.039394	*	275.88333	36.875	 
258	272.2736	169.10378	 	223.76666	161.06667	 	225.56963	66.525314	*	249.16049	49.04938	*	283.2456	33.754387	 
259	273.7405	169.79114	 	225.68033	160.95901	 	230.14285	64.36364	*	253.08125	44.90625	*	287.37827	28.795652	 
260	275.34076	169.20064	 	227.80328	160.07378	 	232.05263	62.00658	*	253.62195	40.762196	*	287.52704	23.328829	 
261	276.8291	167.58228	 	229.692	158.444	 	230.41391	59.97682	*	250.05357	36.910713	*	283.19565	20.473913	 
262	277.82925	165.02438	 	231.01938	156.08914	 	225.83333	58.632076	*	243.24576	34.07062	*	276.85397	19.32301	*
263	277.90964	161.75903	 	231.22223	153.3254	 	221.4	57.81875	*	237.29167	32.660713	*	270.43695	19.031532	*
264	277.52298	158.54024	 	230.68254	150.71428	 	217.046	58.266872	*	232.10234	32.605263	*	264.83035	18.901785	*
265	276.79587	155.51775	 	230.08594	148.11719	 	212.91615	58.947205	*	226.85088	32.7807	*	259.12964	18.768518	*
266	276.14642	152.91989	 	229.0	145.85385	 	208.89635	59.84756	*	221.6854	33.21348	*	253.36916	18.5	*
267	275.16666	150.56989	 	227.56015	143.51505	 	205.16667	60.820988	*	216.46552	33.63793	*	247.54672	18.518692	*
268	274.33575	148.78986	 	226.51492	141.51492	 	201.39635	61.82927	*	211.5	34.28453	*	241.95454	18.554546	*
269	273.22937	147.11926	 	224.99635	139.5365	 	197.954	63.003067	*	206.75862	34.683907	*	236.27359	18.85849	*
270	271.98727	145.92796	 	223.55882	137.63971	 	194.59525	64.23214	*	201.94382	35.58989	*	230.64815	18.88889	*
271	270.62918	145.05	 	222.32353	136.31618	 	191.5061	65.43293	*	197.45428	36.591427	*	225.1	19.081818	*
272	269.28967	144.59126	 	220.67392	135.52174	 	188.04971	66.809944	*	192.5	37.822403	*	219.73424	19.202703	*
273	267.54297	144.125	 	218.97446	135.09125	 	184.48204	68.23653	*	187.95	38.97778	*	214.09813	19.21028	*
274	265.53845	144.1077	 	216.8662	135.03522	 	180.47127	69.333336	*	183.05191	40.01366	*	208.57408	19.416666	*
275	262.77756	144.25285	 	214.20422	135.04225	 	176.52353	70.252945	*	178.04892	40.826088	*	202.90909	19.518183	*
276	259.62222	144.4926	 	211.0625	135.24306	 	172.38823	71.15882	*	172.93784	41.483784	*	197.20642	19.518349	*
277	256.3118	144.6144	 	207.52837	135.51419	 	168.19048	72.00595	*	168.04144	42.201656	*	191.72728	19.572727	*
278	252.97122	144.7518	 	204.0238	136.0034	 	163.78235	72.84118	*	162.86559	42.978493	*	185.95615	19.605263	*
279	249.66727	144.59454	 	200.61348	136.4929	 	159.54094	73.45322	*	157.89572	43.639038	*	180.12163	19.599098	*
280	246.2061	144.34946	 	197.33803	136.97183	 	155.11363	74.23864	*	152.69252	44.334225	*	174.24107	19.660715	*
281	243.1219	144.0265	 	194.18056	137.13194	 	150.92352	74.829414	*	147.64973	44.863636	*	168.57272	19.745455	*
282	240.06738	143.40071	 	191.28322	137.2063	 	146.77586	75.39655	*	142.7246	45.47861	*	162.92342	19.725225	*
283	237.37152	142.81598	 	188.36713	137.26224	 	142.99411	75.92353	*	138.03226	46.182796	*	157.40741	19.722221	*
284	234.44827	142.18965	 	185.52127	137.5922	 	139.00877	76.71638	*	133.3172	46.677418	*	151.91072	19.732143	*
285	231.43857	141.971	 	182.42857	137.76428	 	134.79884	76.98276	*	128.45213	47.095745	*	146.31982	19.545046	*
286	227.96367	142.0467	 	179.17831	138.04546	 	130.11403	77.59357	*	123.37166	47.45722	*	140.40991	19.581081	*
287	224.39966	142.26817	 	175.74265	138.39706	 	125.875725	77.86416	*	118.302086	47.828125	*	134.61711	19.581081	*
288	220.85034	142.7483	 	172.30435	139.09421	 	121.435295	78.51765	*	113.20968	48.35484	*	128.83333	19.59649	*
289	217.60403	143.24161	 	169.01096	139.82117	 	117.42941	78.81765	*	108.43158	48.64737	*	123.27477	19.608109	*
290	214.40443	144.029	 	165.90909	140.89394	 	113.37647	79.42353	*	103.84054	49.105404	*	117.527275	19.618181	*
291	211.34068	145.01187	 	162.99254	142.22388	 	109.70482	79.96385	*	99.33784	49.791893	*	112.19911	19.588495	*
292	208.17577	146.19966	 	159.85878	143.89694	 	106.1	80.59697	*	94.941986	50.44475	*	106.556076	19.640186	*
293	205.12251	147.43047	 	156.88461	145.34616	 	102.652435	81.25	*	90.58602	51.075268	*	101.19231	19.688034	*
294	202.01701	148.57143	 	153.91861	146.93411	 	98.85849	81.40566	*	86.14445	51.55	*	95.31982	19.77928	*
295	199.12962	149.97137	 	151.09091	148.4697	 	95.35987	81.76115	*	81.76923	52.005493	 	89.53571	19.955357	*
296	196.55461	151.40443	 	148.62308	150.23077	 	91.95033	82.102646	*	77.37571	52.70339	 	84.057526	20.039824	*
297	194.15411	152.9315	 	145.89694	151.94275	 	88.864235	82.460266	*	73.45	53.261112	 	78.47414	20.112068	*
298	191.84035	154.28947	 	143.47728	153.27272	 	86.180275	83.037415	*	70.02247	54.264046	*	73.058556	20.211712	*
299	189.3641	155.4791	 	140.75565	154.4248	 	84.09477	84.702614	*	67.4023	56.11494	*	67.99565	20.986956	*
300	186.56029	156.2234	 	137.62978	155.17175	 	82.73125	87.99375	 	66.80899	58.977528	*	64.11539	22.692308	*
301	183.42253	156.72183	 	134.16917	155.68045	 	81.86628	93.37209	 	68.52162	63.813515	*	61.77957	26.413979	*
302	180.04015	157.14233	 	130.92105	155.99625	 	81.44118	99.829414	 	70.54813	70.05615	*	61.7	32.988888	*
303	177.00735	157.34558	 	127.862206	156.35039	 	80.98588	106.579094	 	71.59042	77.10107	*	63.370968	39.973118	*
304	174.21053	157.52632	 	124.77907	156.94186	 	80.29042	112.17066	 	72.45628	82.7623	*	65.36793	45.962265	*
305	171.20454	158.0303	 	121.89844	157.85156	 	78.9875	115.53125	*	74.743095	86.3674	*	68.02941	51.07143	*
306	168.62402	158.58914	 	119.292305	158.6077	 	77.2013	116.0	*	77.443184	87.60227	*	73.53278	54.45082	*
307	166.1	159.42941	 	116.684	159.092	 	75.645836	113.22222	*	80.614944	86.40804	*	82.06934	54.01825	*
308	163.75296	160.30237	 	114.29365	159.53175	 	75.03237	108.442444	*	84.20857	83.54	*	91.27444	52.37218	 
309	161.20125	161.06017	 	111.764	159.612	 	75.39436	102.40845	*	88.65029	79.81792	*	100.90876	50.645985	 
310	158.92677	162.01465	 	109.29365	159.5238	 	76.96479	96.485916	*	93.28443	76.23054	*	110.80657	49.37591	 
311	156.6272	163.17982	 	106.879036	159.56451	 	79.56383	90.62766	*	98.45757	72.60909	*	121.161766	48.77206	 
312	154.32805	164.37782	 	104.666664	159.50793	 	83.14789	85.098595	*	103.947205	69.108696	*	130.55225	48.47015	 
313	152.31429	165.57619	 	102.620964	159.18549	 	87.54929	79.76057	*	109.64907	64.940994	*	139.05469	46.953125	 
314	150.585	166.64	 	100.81405	158.98761	 	92.22109	75.15306	*	115.32208	60.733128	*	146.77068	44.364662	 
315	148.84358	167.47949	 	99.37288	158.62712	 	97.20629	70.83566	*	120.97742	56.37742	*	153.91861	41.313953	 
316	147.29274	168.09067	 	98.11539	158.03847	 	101.58965	67.38276	*	125.76115	52.124203	*	160.04546	38.053032	 
317	146.20833	168.26042	 	97.2623	157.11476	 	105.017006	64.08504	*	129.06522	47.357143	*	164.52325	33.81783	 
318	145.05276	168.15326	 	96.91322	156.11983	 	107.08784	60.993244	*	130.72891	42.373493	*	166.03906	27.726562	 
319	144.65025	167.21503	 	96.74603	154.46031	 	107.554054	58.37838	*	130.20059	37.577843	*	164.50827	21.376034	 
320	144.37439	165.77536	 	96.941864	152.60852	 	104.07325	56.729298	*	125.09322	34.240112	*	159.2	19.66154	 
321	144.50479	163.41866	 	97.10465	150.87209	 	98.82903	56.087097	 	118.15143	32.254284	*	152.49213	18.783464	*
322	144.65138	161.04129	 	97.05725	149.26335	 	94.8735	55.746986	*	112.85838	31.413296	*	146.67073	18.491869	*
323	145.00917	158.94954	 	97.26336	148.09541	 	91.006096	56.67683	*	107.809944	31.804094	*	141.09166	18.266666	*
324	145.84666	157.23778	 	97.67829	147.03488	 	87.35542	58.066265	*	102.892044	32.232956	*	135.50833	18.208334	*
325	146.67937	155.65695	 	98.53817	146.53816	 	83.85119	59.309525	*	97.86207	32.948277	*	129.78696	18.204348	*
326	147.45132	154.35841	 	99.371216	145.73485	 	80.68343	60.908283	*	92.994316	33.409092	*	124.144066	18.186441	*
327	148.1856	153.13756	 	99.71212	144.97728	 	77.75	62.339287	*	88.34831	34.207867	*	118.55085	18.254238	*
328	148.46187	151.96187	 	100.169174	144.22932	 	74.91521	63.850876	*	83.59091	35.002674	*	112.98305	18.228813	*
329	149.10085	150.9874	 	100.51492	143.45523	 	72.3631	65.41071	*	79.05914	36.123657	*	107.41453	18.200855	*
330	149.46774	150.21371	 	100.911766	142.72794	 	69.85227	67.05114	*	74.84595	37.31081	*	101.70168	18.441177	*
331	150.13095	149.78175	 	101.20073	142.29562	 	67.608574	68.78	*	70.45676	38.86757	*	96.432205	18.635593	*
332	150.4451	149.87254	 	101.528984	142.41304	 	65.155174	70.55747	*	66.45238	40.44709	*	90.893166	18.73077	*
333	150.84375	150.19531	 	101.82143	142.97858	 	62.935028	72.556496	*	62.52128	42.18085	*	85.773506	18.918804	*
334	151.25984	151.05511	 	102.10839	144.08742	 	60.442856	74.43143	*	58.30214	43.906418	*	80.09836	19.270493	*
335	151.4127	152.4127	 	102.15493	145.75352	 	58.028408	75.97727	*	54.212765	45.361702	*	74.7459	19.377048	*
336	151.37796	154.03937	 	102.09155	147.66902	 	55.430233	77.48256	*	50.247368	46.752632	*	69.231705	19.475609	*
337	151.30156	155.90855	 	101.923615	149.79861	 	53.038013	78.72807	*	46.252632	47.84737	*	63.658333	19.625	*
338	151.02272	157.67802	 	101.63571	152.08571	 	50.17052	79.742775	*	42.01613	48.919353	*	58.093494	19.621952	*
339	150.92697	159.55992	 	101.52098	154.5	 	47.529068	80.65116	*	38.416668	50.0	*	52.72314	19.847107	*
340	150.94775	161.40298	 	101.58029	156.90875	 	45.364704	81.6	*	34.87968	51.05615	*	47.29832	20.021008	*
341	151.43863	163.05957	 	101.85915	159.14789	 	43.565475	82.59524	*	31.648352	52.175823	*	41.68182	20.185951	*
342	151.93542	164.65868	 	102.40071	161.43617	 	41.947205	83.30746	*	28.334253	53.21823	*	36.090164	20.278688	*
343	152.72302	166.20503	 	102.89568	163.93166	 	40.547337	83.80177	*	25.39326	54.19663	*	30.588	20.676	*
344	153.7258	167.42831	 	103.5	166.11029	 	39.757668	84.65951	*	23.045977	55.91379	*	24.940945	21.14567	*
345	154.70422	168.25352	 	104.28832	168.11314	 	39.808178	86.254715	 	21.82948	58.251446	*	20.109375	22.234375	*
346	155.29578	168.43661	 	104.88931	169.69847	 	40.54938	89.57407	 	22.95055	61.42857	*	16.890244	24.264227	 
347	155.53146	167.8007	 	105.2594	170.3045	 	41.85294	95.58235	 	27.195	66.555	*	15.598214	29.482143	*
348	155.23776	166.2972	 	105.34733	170.44656	 	44.33432	103.04438	 	32.10914	73.44416	*	18.719048	37.719048	*
349	154.84859	164.77464	 	105.30451	170.19173	 	47.72807	110.73977	 	36.925	81.475	*	24.845795	45.32243	*
350	154.67375	163.3156	 	105.280304	169.34848	 	51.184525	117.65476	 	41.852333	88.48446	*	31.490992	52.23874	*
351	154.539	162.21277	 	105.21212	168.49243	 	54.0509	123.00898	 	47.13158	93.8421	*	37.9	57.863636	*
352	154.15694	161.61314	 	104.91085	168.12015	 	55.657234	125.298744	*	51.66201	96.276535	*	44.632744	60.96018	*
353	153.8146	161.20787	 	104.50764	167.35497	 	56.55921	125.23026	*	55.99724	96.64917	*	52.263157	62.201756	 
354	153.41373	161.1706	 	104.01145	167.08778	 	56.695805	123.19231	*	59.592487	95.95665	*	59.204	62.028	 
355	152.89095	161.33539	 	103.4375	167.05469	 	56.725563	120.7406	*	62.604652	94.575584	*	65.01492	61.5597	 
356	152.35654	161.84177	 	102.64173	167.00394	 	57.042637	117.74031	*	65.33735	92.951805	*	70.65748	60.972443	 
357	152.01555	162.50444	 	102.068	167.02	 	57.54762	114.67461	*	67.94643	90.82738	*	76.29032	59.870968	 
358	151.61111	163.44667	 	101.49219	167.19531	 	58.62	111.5	*	70.59036	88.66868	*	82.05118	58.901573	 
359	151.28441	164.60092	 	101.0042	167.2395	 	60.00413	108.02892	*	73.72156	86.79341	*	88.33594	57.960938	 
360	151.06075	165.78038	 	100.71774	167.53226	 	62.174797	105.126015	*	77.48137	85.139755	*	94.840744	57.551853	 
361	150.90465	167.1558	 	100.7377	167.70493	 	64.85773	102.337395	*	81.89744	83.3141	*	101.24603	57.103176	 
362	151.04028	168.37204	 	100.611115	168.29366	 	68.068	99.74	*	86.05769	81.38461	*	107.531494	56.137794	 
363	151.0314	169.97826	 	100.75397	168.95238	 	71.808945	96.54065	*	90.71795	79.17949	*	114.176926	55.03077	 
364	151.09605	171.766	 	100.84677	169.89516	 	76.3806	92.910446	*	96.2125	76.0625	*	121.72059	53.183823	 
365	151.38889	173.82828	 	101.02586	171.31897	 	82.07143	89.12857	*	102.87579	72.391716	*	130.40071	51.102837	 
366	151.66837	175.9847	 	101.691666	172.64166	 	88.42857	85.78571	*	110.05696	69.12658	*	139.28322	49.094406	 
367	152.43085	178.2234	 	102.47479	174.02101	 	94.702896	83.03623	*	117.0641	66.166664	*	148.2218	47.665413	 
368	153.36339	180.29234	 	103.542015	175.44118	 	100.218124	81.10403	*	122.87908	63.31046	*	155.7406	46.093987	 
369	154.56215	181.68645	 	104.80252	176.60924	 	104.55442	79.418365	*	126.99342	60.092106	*	160.53175	42.81746	 
370	155.80682	182.44887	 	106.47436	177.17522	 	106.923615	78.09028	*	128.15625	56.625	*	161.61023	37.807087	 
371	157.23529	182.08235	 	108.20339	177.04237	 	107.375	76.701385	*	127.15605	53.124203	*	159.11476	32.311474	 
372	158.55113	180.47728	 	109.64634	176.02032	 	105.83108	74.939186	*	123.614944	49.528736	*	154.33076	27.36923	 
373	159.01413	177.94067	 	110.51613	174.00807	 	101.26351	73.682434	*	116.7623	46.614754	*	147.91911	26.419117	*
374	158.80319	174.66489	 	110.41473	171.20543	 	96.28344	71.742035	*	109.63661	43.871586	*	141.09541	25.545801	*
375	158.04774	170.99748	 	109.57752	167.99612	 	91.758064	70.86129	*	104.126434	42.50575	*	135.26562	25.015625	*
376	157.41176	167.40196	 	108.74219	165.20312	 	87.50621	70.984474	*	98.67319	42.416203	*	129.57634	24.835878	*
377	156.59616	164.57692	 	107.80159	162.46825	 	83.604935	71.52469	*	93.505684	42.585228	*	123.78125	24.828125	*
378	156.20506	161.947	 	107.19173	159.71805	 	79.810974	72.17073	*	88.3771	43.013966	*	117.953125	24.742188	*
379	155.67545	159.85088	 	106.57087	157.50787	 	76.59816	73.16871	*	83.637146	43.51143	*	112.468254	24.769842	*
380	155.45319	158.28723	 	106.151855	155.52963	 	73.592026	74.43865	*	78.882515	44.396175	*	106.708	24.924	*
381	155.24074	157.23662	 	105.666664	153.85606	 	70.83132	75.789154	*	74.42973	45.613514	*	101.30645	25.016129	*
382	154.9745	156.4098	 	105.318184	152.69698	 	68.248505	77.553894	*	70.0946	47.094593	*	95.628	25.196	*
383	154.77907	156.12402	 	105.08209	151.94775	 	66.13636	79.1303	*	66.067566	48.62973	*	90.201614	25.39516	*
384	154.79167	156.30682	 	105.161766	151.85294	 	64.13636	80.80909	*	62.239132	50.413044	*	84.84167	25.541666	*
385	154.92105	156.83458	 	105.32222	152.16667	 	62.386906	82.44643	*	58.721054	51.821053	*	79.7	25.65	*
386	155.11655	157.6203	 	105.57576	152.87878	 	60.363907	84.19231	*	55.195652	53.461956	*	73.96667	26.175	*
387	155.42883	158.83333	 	105.80827	153.92105	 	58.541668	85.625	*	51.64054	55.078377	*	68.62605	26.432774	*
388	155.78731	160.32089	 	106.06716	155.46269	 	56.404762	86.708336	*	47.945652	56.211956	*	63.27311	26.407562	*
389	156.08394	161.80292	 	106.35401	157.10583	 	54.221893	87.58876	*	44.327957	57.241936	*	57.743904	26.808943	*
390	156.8249	163.53249	 	106.78148	159.35185	 	51.984276	88.3239	*	40.76776	58.150272	*	52.252068	26.657024	*
391	157.53226	165.36021	 	107.469925	161.8609	 	49.969513	88.847565	*	37.199455	59.030056	*	46.76829	26.792683	*
392	158.4258	167.22084	 	108.159256	164.38889	 	48.11006	89.254715	*	33.86313	59.946926	*	41.028927	26.913223	*
393	159.28473	168.81598	 	108.80827	167.0564	 	47.05625	89.55625	*	31.072222	60.766666	*	35.67073	26.987804	*
394	160.48592	169.98944	 	109.833336	169.22093	 	46.538216	90.23885	*	28.904625	62.00867	*	30.336065	27.590164	*
395	161.66902	170.57394	 	111.276924	171.1923	 	46.753166	92.08861	 	28.16854	64.505615	*	25.762295	28.967213	*
396	163.1655	170.04225	 	112.671875	172.04688	 	47.57738	96.66071	 	30.34127	68.65344	*	22.986238	31.931192	*
397	164.6579	168.72105	 	114.54615	172.00769	 	49.812138	103.75433	 	35.265854	75.085365	*	22.754717	39.132076	*
398	166.06891	166.71555	 	116.030304	171.33333	 	54.002995	111.21258	 	40.414143	82.89899	*	25.846535	47.77723	*
399	167.47173	164.59541	 	117.27612	170.33582	 	59.350574	118.5115	 	45.68593	90.404526	*	30.928572	55.705357	*
400	168.47464	162.79347	 	118.16165	169.28195	 	64.21258	124.27844	 	51.269634	96.295815	*	35.91228	61.850876	*
401	169.34782	161.37318	 	119.06716	168.1194	 	67.93636	127.83939	 	57.28534	99.60995	*	42.190266	66.20796	*
402	170.23134	160.45149	 	119.9812	167.16165	 	70.46875	128.75626	*	63.45213	100.30319	*	50.570797	67.641594	*
403	171.21747	159.84944	 	120.80534	166.53053	 	72.60976	127.82927	*	69.70106	99.42593	*	61.23109	66.4916	*
404	172.20769	159.9423	 	121.70611	166.2939	 	74.58074	125.804344	*	75.617645	98.01337	*	72.38618	65.11789	 
405	173.20967	160.44354	 	122.815384	166.22308	 	76.54402	122.78302	*	81.78648	96.28919	*	83.41338	64.05118	 
406	174.3159	161.60042	 	123.79457	166.8876	 	78.86	119.19334	*	87.097885	94.05026	*	92.95238	63.103176	 
407	175.38052	163.08408	 	124.80232	167.18993	 	81.66327	115.091835	*	92.674866	91.43989	*	102.91085	61.515503	 
408	176.7591	164.9	 	126.140625	167.97656	 	84.97586	110.96207	*	98.656425	89.036316	*	112.60294	60.294117	 
409	178.06604	166.71227	 	127.242424	168.7197	 	89.05319	106.85461	*	104.90341	86.40341	*	122.5229	59.423664	 
410	179.39552	168.53482	 	128.54	169.484	 	93.68792	103.5	*	111.43642	84.15318	*	132.28358	58.5	 
411	180.56122	170.65306	 	129.63934	170.33606	 	99.32517	99.74476	*	118.40588	81.35294	*	141.92537	57.49254	 
412	182.03368	172.68135	 	131.04839	171.25807	 	105.45946	95.85135	*	125.80539	78.36826	*	151.93661	56.380283	 
413	183.41534	174.80688	 	132.51639	172.29507	 	112.46622	91.73649	*	134.01234	75.14815	*	162.20073	55.00365	 
414	184.84616	176.82417	 	133.92741	173.55646	 	120.08	88.21333	*	142.42073	72.01219	*	172.67392	53.405796	 
415	186.4045	178.70224	 	135.60744	174.57439	 	128.02414	84.7	*	151.1478	68.49371	*	182.9	51.603703	 
416	187.88954	180.06395	 	137.40083	174.99586	 	134.90137	81.636055	*	158.25	64.65	*	191.79851	49.08209	 
417	189.56395	180.36627	 	139.30487	174.90651	 	140.04794	78.4589	*	162.97134	59.563694	*	197.36719	44.070312	 
418	191.14407	179.44916	 	141.44574	173.76357	 	142.82886	75.057045	*	164.67647	54.041176	 	198.53937	36.77559	 
419	192.28021	177.26923	 	143.0625	171.25	 	143.25862	71.43793	*	163.39204	48.159092	*	195.644	28.788	 
420	192.62234	174.04256	 	143.85385	168.15384	 	139.7293	68.474525	*	157.61957	43.358696	*	189.76772	26.066929	 
421	192.26143	169.77411	 	143.88931	164.25572	 	134.11392	66.25949	*	150.08989	40.33708	*	182.63008	24.873983	*
422	191.7069	165.22906	 	143.48495	160.56015	 	129.42024	65.5184	*	144.11714	39.23143	*	176.69354	24.451612	*
423	191.06459	161.12201	 	142.57634	157.50763	 	125.14331	65.87579	*	139.04651	39.34302	*	171.2265	24.337606	*
424	190.53302	157.84435	 	141.90875	154.573	 	120.981705	66.22561	*	133.64044	39.544945	*	165.5	24.313559	*
425	189.72273	154.89546	 	141.03731	151.8806	 	116.95399	66.79448	*	128.39595	39.950867	*	159.6913	24.395653	*
426	188.82759	152.60776	 	139.85075	149.80597	 	113.10119	67.72024	*	123.45	40.383335	*	154.11345	24.5	*
427	187.59543	150.87344	 	138.66667	147.85606	 	109.40303	68.6697	*	118.4375	41.11932	*	148.53279	24.508196	*
428	186.44841	150.01587	 	137.19853	146.625	 	105.92012	69.87278	*	113.57222	41.816666	*	142.80833	24.716667	*
429	185.40945	149.37796	 	135.97101	145.89854	 	102.77711	71.43976	*	109.0	42.961113	*	137.07628	24.788136	*
430	184.47318	149.63792	 	135.01079	145.8741	 	99.8869	73.2619	*	104.48883	44.47207	*	131.71008	24.87815	*
431	183.7734	150.17416	 	133.94118	145.97058	 	96.9881	74.83929	*	100.08064	45.85484	*	126.26068	24.987179	*
432	182.90292	150.74908	 	132.95186	146.62593	 	94.11905	76.690475	*	95.666664	47.29032	*	120.48276	25.155172	*
433	181.98175	151.43796	 	132.07246	147.09421	 	91.37574	78.47041	*	91.202705	48.77027	*	115.09167	25.341667	*
434	181.26979	151.96762	 	131.24101	147.86691	 	88.83735	79.915665	*	87.0	50.302197	*	109.688034	25.534187	*
435	180.42526	152.54271	 	130.55263	148.76315	 	86.333336	81.21429	*	83.12703	51.527027	*	104.28689	25.696722	*
436	179.89084	152.99648	 	129.93512	149.30916	 	83.75731	82.33041	*	79.24457	52.548912	*	98.74348	25.882608	*
437	179.4862	153.16896	 	129.58333	150.10606	 	81.31765	83.37647	*	75.4337	53.582874	*	93.32758	25.87931	*
438	179.27702	153.12837	 	129.53816	151.08015	 	79.12048	84.578316	*	71.56989	54.75269	*	87.73077	26.089743	*
439	179.42203	152.98135	 	129.71875	152.13281	 	76.47076	85.447365	*	67.676796	55.5663	*	82.50862	26.198277	*
440	179.82414	152.61035	 	130.43233	153.22932	 	73.51198	86.248505	*	63.677418	56.31183	*	76.77731	26.239496	*
441	180.26666	152.24667	 	131.08015	154.3626	 	70.36747	86.93374	*	59.5	57.140213	*	71.508545	26.320513	*
442	180.78668	152.22356	 	131.82558	155.84883	 	67.625786	88.028305	*	55.676796	58.24033	*	65.844536	26.357143	*
443	181.25667	152.30667	 	132.42592	157.24815	 	65.63291	89.177216	*	52.325844	59.820225	*	60.698277	26.439655	*
444	181.8322	152.52397	 	133.1077	158.63846	 	64.51351	90.16216	*	49.72286	61.214287	*	55.163933	26.786884	*
445	182.07045	152.87114	 	133.50752	159.8985	 	64.47315	91.130875	*	48.083332	63.041668	*	49.737705	27.549181	*
446	182.24483	152.97931	 	133.6875	160.73438	 	65.7013	93.35714	 	48.315643	65.790504	*	45.75	29.233334	*
